ID,chrom,loc.start,loc.end,seq_length
TCGA-A2-A3KD-01,12,889902,133161346,132271444
TCGA-A2-A3KD-01,13,19450806,97508888,78058082
TCGA-A2-A3KD-01,13,97510384,97510398,14
TCGA-A2-A3KD-01,13,97510629,114987458,17476829
TCGA-A2-A3KD-01,14,20501368,60858761,40357393
TCGA-A2-A3KD-01,14,60860151,60871059,10908
TCGA-A2-A3KD-01,14,60872288,80104377,19232089
TCGA-A2-A3KD-01,14,80112670,80117316,4646
TCGA-A2-A3KD-01,14,80122192,105988038,25865846
TCGA-A2-A3KD-01,15,23687685,101884307,78196622
TCGA-A2-A3KD-01,16,653459,31850299,31196840
TCGA-A2-A3KD-01,16,46507665,89379936,42872271
TCGA-A2-A3KD-01,17,987221,13706852,12719631
TCGA-A2-A3KD-01,17,13707817,80917016,67209199
TCGA-A2-A3KD-01,18,329586,77109240,76779654
TCGA-A2-A3KD-01,19,284018,3214114,2930096
TCGA-A2-A3KD-01,19,3227102,3560634,333532
TCGA-A2-A3KD-01,19,3571446,58878226,55306780
TCGA-A2-A3KD-01,20,455764,38034463,37578699
TCGA-A2-A3KD-01,20,38038991,38042046,3055
TCGA-A2-A3KD-01,20,38046128,62219837,24173709
TCGA-A2-A3KD-01,21,15347621,36420388,21072767
TCGA-A2-A3KD-01,21,36420786,36420875,89
TCGA-A2-A3KD-01,21,36421073,47678774,11257701
TCGA-A2-A3KD-01,22,17423930,48841105,31417175
TCGA-A2-A3KD-01,22,48842336,48842454,118
TCGA-A2-A3KD-01,22,48842465,49331012,488547
TCGA-A2-A3KD-01,23,3157107,154905589,151748482
TCGA-A7-A0D9-01,1,3218610,247813706,244595096
TCGA-A7-A0D9-01,2,484222,27129596,26645374
TCGA-A7-A0D9-01,2,27131849,27132822,973
TCGA-A7-A0D9-01,2,27133402,106479284,79345882
TCGA-A7-A0D9-01,2,106479806,106481445,1639
TCGA-A7-A0D9-01,2,106483590,127920384,21436794
TCGA-A7-A0D9-01,2,127922232,127924714,2482
TCGA-A7-A0D9-01,2,127927679,242476062,114548383
TCGA-A7-A0D9-01,3,2212571,30191123,27978552
TCGA-A7-A0D9-01,3,30192544,30192565,21
TCGA-A7-A0D9-01,3,30192777,82755371,52562594
TCGA-A7-A0D9-01,3,82755992,82756177,185
TCGA-A7-A0D9-01,3,82758743,174668742,91909999
TCGA-A7-A0D9-01,3,174669007,174669766,759
TCGA-A7-A0D9-01,3,174676406,197538677,22862271
TCGA-A7-A0D9-01,4,1053934,25466753,24412819
TCGA-A7-A0D9-01,4,25467177,25471868,4691
TCGA-A7-A0D9-01,4,25472767,95037203,69564436
TCGA-A7-A0D9-01,4,95039753,95039889,136
TCGA-A7-A0D9-01,4,95040022,100678930,5638908
TCGA-A7-A0D9-01,4,100682268,100695363,13095
TCGA-A7-A0D9-01,4,100696266,188763651,88067385
TCGA-A7-A0D9-01,5,914233,180360469,179446236
TCGA-A7-A0D9-01,6,1014281,170903919,169889638
TCGA-A7-A0D9-01,7,705284,7967887,7262603
TCGA-A7-A0D9-01,7,7969336,7969518,182
TCGA-A7-A0D9-01,7,7970015,23149137,15179122
TCGA-A7-A0D9-01,7,23149254,23149955,701
TCGA-A7-A0D9-01,7,23149972,45477187,22327215
TCGA-A7-A0D9-01,7,45485577,45486224,647
TCGA-A7-A0D9-01,7,45492811,74142104,28649293
TCGA-A7-A0D9-01,7,74197728,74386630,188902
TCGA-A7-A0D9-01,7,74466370,158385118,83918748
TCGA-A7-A0D9-01,8,617667,14950168,14332501
TCGA-A7-A0D9-01,8,14950777,14951243,466
TCGA-A7-A0D9-01,8,14954550,35401379,20446829
TCGA-A7-A0D9-01,8,35403769,35668498,264729
TCGA-A7-A0D9-01,8,35679615,35845737,166122
TCGA-A7-A0D9-01,8,35851402,36129554,278152
TCGA-A7-A0D9-01,8,36129986,37245947,1115961
TCGA-A7-A0D9-01,8,37246116,37540014,293898
TCGA-A7-A0D9-01,8,37544497,38388630,844133
TCGA-A7-A0D9-01,8,38388776,39703449,1314673
TCGA-A7-A0D9-01,8,39711490,40060224,348734
TCGA-A7-A0D9-01,8,40060810,40640560,579750
TCGA-A7-A0D9-01,8,40643406,40849547,206141
TCGA-A7-A0D9-01,8,40852557,41510150,657593
TCGA-A7-A0D9-01,8,41516581,41626954,110373
TCGA-A7-A0D9-01,8,41628650,41693081,64431
TCGA-A7-A0D9-01,8,41694861,41899617,204756
TCGA-A7-A0D9-01,8,41903547,41935383,31836
TCGA-A7-A0D9-01,8,41937943,41939007,1064
TCGA-A7-A0D9-01,8,41944497,41971848,27351
TCGA-A7-A0D9-01,8,41975979,41991576,15597
TCGA-A7-A0D9-01,8,41994151,42933372,939221
TCGA-A7-A0D9-01,8,47460945,53955215,6494270
TCGA-A7-A0D9-01,8,53959644,55824185,1864541
TCGA-A7-A0D9-01,8,55824925,56037067,212142
TCGA-A7-A0D9-01,8,56038222,56183107,144885
TCGA-A7-A0D9-01,8,56185318,57522568,1337250
TCGA-A7-A0D9-01,8,57533063,57650815,117752
TCGA-A7-A0D9-01,8,57652256,70206603,12554347
TCGA-A7-A0D9-01,8,70207597,70208317,720
TCGA-A7-A0D9-01,8,70211572,88441986,18230414
TCGA-A7-A0D9-01,8,88445977,89073339,627362
TCGA-A7-A0D9-01,8,89075392,104285531,15210139
TCGA-A7-A0D9-01,8,104285656,118573949,14288293
TCGA-A7-A0D9-01,8,118576474,121827497,3251023
TCGA-A7-A0D9-01,8,121828919,131706759,9877840
TCGA-A7-A0D9-01,8,131707107,131707522,415
TCGA-A7-A0D9-01,8,131709034,132321705,612671
TCGA-A7-A0D9-01,8,132325489,132326414,925
TCGA-A7-A0D9-01,8,132328178,135398062,3069884
TCGA-A7-A0D9-01,8,135400004,137184357,1784353
TCGA-A7-A0D9-01,8,137194633,140756897,3562264
TCGA-A7-A0D9-01,8,140757454,140976900,219446
TCGA-A7-A0D9-01,8,140977019,140977039,20
TCGA-A7-A0D9-01,8,140977054,142326445,1349391
TCGA-A7-A0D9-01,8,142329410,143982753,1653343
TCGA-A7-A0D9-01,8,143984495,144866985,882490
TCGA-A7-A0D9-01,8,144868997,145232496,363499
TCGA-A7-A0D9-01,9,789932,5024492,4234560
TCGA-A7-A0D9-01,9,5037453,5039434,1981
TCGA-A7-A0D9-01,9,5039470,30418801,25379331
TCGA-A7-A0D9-01,9,30598661,71039044,40440383
TCGA-A7-A0D9-01,9,71039940,140938752,69898812
TCGA-A7-A0D9-01,10,415240,70620997,70205757
TCGA-A7-A0D9-01,10,70621009,70621018,9
TCGA-A7-A0D9-01,10,70621086,135225087,64604001
TCGA-A7-A0D9-01,11,456120,57037493,56581373
TCGA-A7-A0D9-01,11,57040720,57042547,1827
TCGA-A7-A0D9-01,11,57045745,134142530,77096785
TCGA-A7-A0D9-01,12,889902,126799333,125909431
TCGA-A7-A0D9-01,12,126799530,126799545,15
TCGA-A7-A0D9-01,12,126800849,129700857,2900008
TCGA-A7-A0D9-01,12,129701205,129701288,83
TCGA-A7-A0D9-01,12,129701482,133161346,3459864
TCGA-A7-A0D9-01,13,19450806,114987458,95536652
TCGA-A7-A0D9-01,14,20501368,49331023,28829655
TCGA-A7-A0D9-01,14,49333294,49334734,1440
TCGA-A7-A0D9-01,14,49337432,57111465,7774033
TCGA-A7-A0D9-01,14,57116799,57116996,197
TCGA-A7-A0D9-01,14,57117240,60205791,3088551
TCGA-A7-A0D9-01,14,60209063,60209412,349
TCGA-A7-A0D9-01,14,60209831,105988038,45778207
TCGA-A7-A0D9-01,15,23687685,39486382,15798697
TCGA-A7-A0D9-01,15,39486972,39487576,604
TCGA-A7-A0D9-01,15,39488869,50733978,11245109
TCGA-A7-A0D9-01,15,50740240,54347324,3607084
TCGA-A7-A0D9-01,15,54348164,56897473,2549309
TCGA-A7-A0D9-01,15,56898174,59072271,2174097
TCGA-A7-A0D9-01,15,59085055,59086151,1096
TCGA-A7-A0D9-01,15,59086703,60117550,1030847
TCGA-A7-A0D9-01,15,60118300,60133476,15176
TCGA-A7-A0D9-01,15,60135656,60162042,26386
TCGA-A7-A0D9-01,15,60163134,60459964,296830
TCGA-A7-A0D9-01,15,60461450,61601492,1140042
TCGA-A7-A0D9-01,15,61602187,62490007,887820
TCGA-A7-A0D9-01,15,62493710,70106731,7613021
TCGA-A7-A0D9-01,15,70107094,70938833,831739
TCGA-A7-A0D9-01,15,70942785,71053704,110919
TCGA-A7-A0D9-01,15,71058520,71410495,351975
TCGA-A7-A0D9-01,15,71412713,71849856,437143
TCGA-A7-A0D9-01,15,71851477,73666721,1815244
TCGA-A7-A0D9-01,15,73671517,74312794,641277
TCGA-A7-A0D9-01,15,74313973,74314460,487
TCGA-A7-A0D9-01,15,74314648,74353712,39064
TCGA-A7-A0D9-01,15,74353737,74398133,44396
TCGA-A7-A0D9-01,15,74398175,75610327,1212152
TCGA-A7-A0D9-01,15,75629399,79833507,4204108
TCGA-A7-A0D9-01,15,79835032,80335062,500030
TCGA-A7-A0D9-01,15,80339456,92304786,11965330
TCGA-A7-A0D9-01,15,92310299,95984822,3674523
TCGA-A7-A0D9-01,15,95985365,96233382,248017
TCGA-A7-A0D9-01,15,96239330,96252765,13435
TCGA-A7-A0D9-01,15,96253243,96446893,193650
TCGA-A7-A0D9-01,15,96449921,96468589,18668
TCGA-A7-A0D9-01,15,96470490,96684647,214157
TCGA-A7-A0D9-01,15,96684862,96840802,155940
TCGA-A7-A0D9-01,15,96841391,97218728,377337
TCGA-A7-A0D9-01,15,97219024,97231213,12189
TCGA-A7-A0D9-01,15,97231549,97428127,196578
TCGA-A7-A0D9-01,15,97432068,97631054,198986
TCGA-A7-A0D9-01,15,97631144,99924766,2293622
TCGA-A7-A0D9-01,15,99925021,99929136,4115
TCGA-A7-A0D9-01,15,99932366,100066427,134061
TCGA-A7-A0D9-01,15,100072355,100383972,311617
TCGA-A7-A0D9-01,15,100503063,101884307,1381244
TCGA-A7-A0D9-01,16,653459,61693972,61040513
TCGA-A7-A0D9-01,16,61694178,61695852,1674
TCGA-A7-A0D9-01,16,61702337,89379936,27677599
TCGA-A7-A0D9-01,17,987221,2737152,1749931
TCGA-A7-A0D9-01,17,2739061,15586150,12847089
TCGA-A7-A0D9-01,17,15682578,20330216,4647638
TCGA-A7-A0D9-01,17,20338339,20572660,234321
TCGA-A7-A0D9-01,17,20576877,20708584,131707
TCGA-A7-A0D9-01,17,20708689,21305392,596703
TCGA-A7-A0D9-01,17,25270517,27606703,2336186
TCGA-A7-A0D9-01,17,27610862,31150298,3539436
TCGA-A7-A0D9-01,17,31152344,38633430,7481086
TCGA-A7-A0D9-01,17,38637019,39960009,1322990
TCGA-A7-A0D9-01,17,39962930,40024283,61353
TCGA-A7-A0D9-01,17,40025264,42628179,2602915
TCGA-A7-A0D9-01,17,42628193,42878772,250579
TCGA-A7-A0D9-01,17,42879703,43252244,372541
TCGA-A7-A0D9-01,17,43257036,47200068,3943032
TCGA-A7-A0D9-01,17,47207700,47265587,57887
TCGA-A7-A0D9-01,17,47268519,47290071,21552
TCGA-A7-A0D9-01,17,47290094,47294917,4823
TCGA-A7-A0D9-01,17,47305401,48208274,902873
TCGA-A7-A0D9-01,17,48215414,48269302,53888
TCGA-A7-A0D9-01,17,48273903,48731284,457381
TCGA-A7-A0D9-01,17,48731631,48743390,11759
TCGA-A7-A0D9-01,17,48749389,50310634,1561245
TCGA-A7-A0D9-01,17,50313204,50314167,963
TCGA-A7-A0D9-01,17,50318074,50319725,1651
TCGA-A7-A0D9-01,17,50320425,50557389,236964
TCGA-A7-A0D9-01,17,50558643,50560061,1418
TCGA-A7-A0D9-01,17,50561594,50572390,10796
TCGA-A7-A0D9-01,17,50576991,51317861,740870
TCGA-A7-A0D9-01,17,51318310,51494987,176677
TCGA-A7-A0D9-01,17,51495250,53479066,1983816
TCGA-A7-A0D9-01,17,53481804,53553904,72100
TCGA-A7-A0D9-01,17,53554741,55647906,2093165
TCGA-A7-A0D9-01,17,55652066,55656090,4024
TCGA-A7-A0D9-01,17,55656858,56677727,1020869
TCGA-A7-A0D9-01,17,56686035,56790204,104169
TCGA-A7-A0D9-01,17,56793676,56944640,150964
TCGA-A7-A0D9-01,17,56954133,57178056,223923
TCGA-A7-A0D9-01,17,57180655,57346706,166051
TCGA-A7-A0D9-01,17,57367737,58054957,687220
TCGA-A7-A0D9-01,17,58064817,58455231,390414
TCGA-A7-A0D9-01,17,58457016,59246759,789743
TCGA-A7-A0D9-01,17,59248546,60834762,1586216
